,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
39,0.00543,https://api.spotify.com/v1/audio-analysis/5XQMr19TL7Mfksq9zihbOu,0.614,129478,0.598,5XQMr19TL7Mfksq9zihbOu,0.0,10,0.1,-6.335,0,0.0561,105.803,4,https://api.spotify.com/v1/tracks/5XQMr19TL7Mfksq9zihbOu,audio_features,spotify:track:5XQMr19TL7Mfksq9zihbOu,0.569
40,0.107,https://api.spotify.com/v1/audio-analysis/0q0TDcXNZHj0prJIG4R4Jz,0.599,203947,0.845,0q0TDcXNZHj0prJIG4R4Jz,0.0,2,0.153,-4.992,1,0.083,103.0,4,https://api.spotify.com/v1/tracks/0q0TDcXNZHj0prJIG4R4Jz,audio_features,spotify:track:0q0TDcXNZHj0prJIG4R4Jz,0.666
41,0.152,https://api.spotify.com/v1/audio-analysis/0Zbbxnx4SGGHoIow4PpISP,0.677,236853,0.497,0Zbbxnx4SGGHoIow4PpISP,0.0,5,0.0911,-5.763,1,0.0809,99.137,4,https://api.spotify.com/v1/tracks/0Zbbxnx4SGGHoIow4PpISP,audio_features,spotify:track:0Zbbxnx4SGGHoIow4PpISP,0.419
42,0.000589,https://api.spotify.com/v1/audio-analysis/6InS5BZVgwQXcFF3FTwdug,0.484,244816,0.853,6InS5BZVgwQXcFF3FTwdug,0.00044,8,0.117,-4.726,1,0.0398,106.006,4,https://api.spotify.com/v1/tracks/6InS5BZVgwQXcFF3FTwdug,audio_features,spotify:track:6InS5BZVgwQXcFF3FTwdug,0.445
43,0.229,https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb,0.694,228827,0.815,5CtI0qwDJkDQGwXD1H1cLb,0.0,2,0.0924,-4.328,1,0.12,88.931,4,https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb,audio_features,spotify:track:5CtI0qwDJkDQGwXD1H1cLb,0.826
44,0.879,https://api.spotify.com/v1/audio-analysis/1xcly2STvNcbfbUwZWuAL9,0.452,288933,0.277,1xcly2STvNcbfbUwZWuAL9,0.0,10,0.119,-12.875,1,0.0384,182.01,4,https://api.spotify.com/v1/tracks/1xcly2STvNcbfbUwZWuAL9,audio_features,spotify:track:1xcly2STvNcbfbUwZWuAL9,0.468
45,0.317,https://api.spotify.com/v1/audio-analysis/7DsX5K72fewVGb47qj7Tbg,0.386,221596,0.377,7DsX5K72fewVGb47qj7Tbg,1.96e-06,4,0.0864,-9.372,0,0.0484,172.618,3,https://api.spotify.com/v1/tracks/7DsX5K72fewVGb47qj7Tbg,audio_features,spotify:track:7DsX5K72fewVGb47qj7Tbg,0.168
46,0.06,https://api.spotify.com/v1/audio-analysis/7y9iMe8SOB6z3NoHE2OfXl,0.675,181279,0.736,7y9iMe8SOB6z3NoHE2OfXl,0.0,0,0.0879,-3.604,1,0.0302,118.369,4,https://api.spotify.com/v1/tracks/7y9iMe8SOB6z3NoHE2OfXl,audio_features,spotify:track:7y9iMe8SOB6z3NoHE2OfXl,0.584
47,0.186,https://api.spotify.com/v1/audio-analysis/0ofbQMrRDsUaVKq2mGLEAb,0.768,216897,0.517,0ofbQMrRDsUaVKq2mGLEAb,3.8e-05,7,0.104,-4.323,0,0.0312,104.992,4,https://api.spotify.com/v1/tracks/0ofbQMrRDsUaVKq2mGLEAb,audio_features,spotify:track:0ofbQMrRDsUaVKq2mGLEAb,0.408
48,0.13,https://api.spotify.com/v1/audio-analysis/7wGoVu4Dady5GV0Sv4UIsx,0.577,218320,0.522,7wGoVu4Dady5GV0Sv4UIsx,9.03e-05,5,0.142,-6.594,0,0.0984,159.772,4,https://api.spotify.com/v1/tracks/7wGoVu4Dady5GV0Sv4UIsx,audio_features,spotify:track:7wGoVu4Dady5GV0Sv4UIsx,0.119
49,0.000462,https://api.spotify.com/v1/audio-analysis/1SZ8KxjrLBNnRKm0TM1HDN,0.654,228106,0.829,1SZ8KxjrLBNnRKm0TM1HDN,9.58e-06,1,0.178,-6.1,0,0.116,102.042,4,https://api.spotify.com/v1/tracks/1SZ8KxjrLBNnRKm0TM1HDN,audio_features,spotify:track:1SZ8KxjrLBNnRKm0TM1HDN,0.555
